"","source.plate","source.row","source.column","destination.plate","destination.row","destination.column","vol.ul"
"3825","1","G","4","11","H","2","10"
"3826","1","G","10","11","H","2","10"
"3827","2","G","4","11","H","2","10"
"3828","2","G","7","11","H","2","10"
"3829","2","G","10","11","H","2","10"
"3830","1","G","4","11","A","3","10"
"3831","2","G","1","11","A","3","10"
"3832","2","G","4","11","A","3","10"
"3833","2","G","7","11","A","3","10"
"3834","2","G","10","11","A","3","10"
"3835","1","G","7","11","B","3","10"
"3836","1","G","10","11","B","3","10"
"3837","2","G","1","11","B","3","10"
"3838","2","G","4","11","B","3","10"
"3839","2","G","7","11","B","3","10"
"3840","1","G","7","11","C","3","10"
"3841","1","G","10","11","C","3","10"
"3842","2","G","1","11","C","3","10"
"3843","2","G","4","11","C","3","10"
"3844","2","G","10","11","C","3","10"
"3845","1","G","7","11","D","3","10"
"3846","1","G","10","11","D","3","10"
"3847","2","G","1","11","D","3","10"
"3848","2","G","7","11","D","3","10"
"3849","2","G","10","11","D","3","10"
"3850","1","G","7","11","E","3","10"
"3851","1","G","10","11","E","3","10"
"3852","2","G","4","11","E","3","10"
"3853","2","G","7","11","E","3","10"
"3854","2","G","10","11","E","3","10"
"3855","1","G","7","11","F","3","10"
"3856","2","G","1","11","F","3","10"
"3857","2","G","4","11","F","3","10"
"3858","2","G","7","11","F","3","10"
"3859","2","G","10","11","F","3","10"
"3860","1","G","10","11","G","3","10"
"3861","2","G","1","11","G","3","10"
"3862","2","G","4","11","G","3","10"
"3863","2","G","7","11","G","3","10"
"3864","2","G","10","11","G","3","10"
"3865","1","G","1","11","H","3","10"
"3866","1","G","4","11","H","3","10"
"3867","1","G","7","11","H","3","10"
"3868","1","G","10","11","H","3","10"
"3869","2","G","1","11","H","3","10"
"3870","2","G","4","11","H","3","10"
"3871","1","G","1","11","A","4","10"
"3872","1","G","4","11","A","4","10"
"3873","1","G","7","11","A","4","10"
"3874","1","G","10","11","A","4","10"
"3875","2","G","1","11","A","4","10"
"3876","2","G","7","11","A","4","10"
"3877","1","G","1","11","B","4","10"
"3878","1","G","4","11","B","4","10"
"3879","1","G","7","11","B","4","10"
"3880","1","G","10","11","B","4","10"
"3881","2","G","1","11","B","4","10"
"3882","2","G","10","11","B","4","10"
"3883","1","G","1","11","C","4","10"
"3884","1","G","4","11","C","4","10"
"3885","1","G","7","11","C","4","10"
"3886","1","G","10","11","C","4","10"
"3887","2","G","4","11","C","4","10"
"3888","2","G","7","11","C","4","10"
"3889","1","G","1","11","D","4","10"
"3890","1","G","4","11","D","4","10"
"3891","1","G","7","11","D","4","10"
"3892","1","G","10","11","D","4","10"
"3893","2","G","4","11","D","4","10"
"3894","2","G","10","11","D","4","10"
"3895","1","G","1","11","E","4","10"
"3896","1","G","4","11","E","4","10"
"3897","1","G","7","11","E","4","10"
"3898","1","G","10","11","E","4","10"
"3899","2","G","7","11","E","4","10"
"3900","2","G","10","11","E","4","10"
"3901","1","G","1","11","F","4","10"
"3902","1","G","4","11","F","4","10"
"3903","1","G","7","11","F","4","10"
"3904","2","G","1","11","F","4","10"
"3905","2","G","4","11","F","4","10"
"3906","2","G","7","11","F","4","10"
"3907","1","G","1","11","G","4","10"
"3908","1","G","4","11","G","4","10"
"3909","1","G","7","11","G","4","10"
"3910","2","G","1","11","G","4","10"
"3911","2","G","4","11","G","4","10"
"3912","2","G","10","11","G","4","10"
"3913","1","G","1","11","H","4","10"
"3914","1","G","4","11","H","4","10"
"3915","1","G","7","11","H","4","10"
"3916","2","G","1","11","H","4","10"
"3917","2","G","7","11","H","4","10"
"3918","2","G","10","11","H","4","10"
"3919","1","G","1","11","A","5","10"
"3920","1","G","4","11","A","5","10"
"3921","1","G","7","11","A","5","10"
"3922","2","G","4","11","A","5","10"
"3923","2","G","7","11","A","5","10"
"3924","2","G","10","11","A","5","10"
"3925","1","G","1","11","B","5","10"
"3926","1","G","4","11","B","5","10"
"3927","1","G","10","11","B","5","10"
"3928","2","G","1","11","B","5","10"
"3929","2","G","4","11","B","5","10"
"3930","2","G","7","11","B","5","10"
"3931","1","G","1","11","C","5","10"
"3932","1","G","4","11","C","5","10"
"3933","1","G","10","11","C","5","10"
"3934","2","G","1","11","C","5","10"
"3935","2","G","4","11","C","5","10"
"3936","2","G","10","11","C","5","10"
"3937","1","G","1","11","D","5","10"
"3938","1","G","4","11","D","5","10"
"3939","1","G","10","11","D","5","10"
"3940","2","G","1","11","D","5","10"
"3941","2","G","7","11","D","5","10"
"3942","2","G","10","11","D","5","10"
"3943","1","G","1","11","E","5","10"
"3944","1","G","4","11","E","5","10"
"3945","1","G","10","11","E","5","10"
"3946","2","G","4","11","E","5","10"
"3947","2","G","7","11","E","5","10"
"3948","2","G","10","11","E","5","10"
"3949","1","G","1","11","F","5","10"
"3950","1","G","4","11","F","5","10"
"3951","2","G","1","11","F","5","10"
"3952","2","G","4","11","F","5","10"
"3953","2","G","7","11","F","5","10"
"3954","2","G","10","11","F","5","10"
"3955","1","G","1","11","G","5","10"
"3956","1","G","7","11","G","5","10"
"3957","1","G","10","11","G","5","10"
"3958","2","G","1","11","G","5","10"
"3959","2","G","4","11","G","5","10"
"3960","2","G","7","11","G","5","10"
"3961","1","G","1","11","H","5","10"
"3962","1","G","7","11","H","5","10"
"3963","1","G","10","11","H","5","10"
"3964","2","G","1","11","H","5","10"
"3965","2","G","4","11","H","5","10"
"3966","2","G","10","11","H","5","10"
"3967","1","G","1","11","A","6","10"
"3968","1","G","7","11","A","6","10"
"3969","1","G","10","11","A","6","10"
"3970","2","G","1","11","A","6","10"
"3971","2","G","7","11","A","6","10"
"3972","2","G","10","11","A","6","10"
"3973","1","G","1","11","B","6","10"
"3974","1","G","7","11","B","6","10"
"3975","1","G","10","11","B","6","10"
"3976","2","G","4","11","B","6","10"
"3977","2","G","7","11","B","6","10"
"3978","2","G","10","11","B","6","10"
"3979","1","G","1","11","C","6","10"
"3980","1","G","7","11","C","6","10"
"3981","2","G","1","11","C","6","10"
"3982","2","G","4","11","C","6","10"
"3983","2","G","7","11","C","6","10"
"3984","2","G","10","11","C","6","10"
"3985","1","G","1","11","D","6","10"
"3986","1","G","10","11","D","6","10"
"3987","2","G","1","11","D","6","10"
"3988","2","G","4","11","D","6","10"
"3989","2","G","7","11","D","6","10"
"3990","2","G","10","11","D","6","10"
"3991","1","G","4","11","E","6","10"
"3992","1","G","7","11","E","6","10"
"3993","1","G","10","11","E","6","10"
"3994","2","G","1","11","E","6","10"
"3995","2","G","4","11","E","6","10"
"3996","2","G","7","11","E","6","10"
"3997","1","G","4","11","F","6","10"
"3998","1","G","7","11","F","6","10"
"3999","1","G","10","11","F","6","10"
"4000","2","G","1","11","F","6","10"
"4001","2","G","4","11","F","6","10"
"4002","2","G","10","11","F","6","10"
"4003","1","G","4","11","G","6","10"
"4004","1","G","7","11","G","6","10"
"4005","1","G","10","11","G","6","10"
"4006","2","G","1","11","G","6","10"
"4007","2","G","7","11","G","6","10"
"4008","2","G","10","11","G","6","10"
"4009","1","G","4","11","H","6","10"
"4010","1","G","7","11","H","6","10"
"4011","1","G","10","11","H","6","10"
"4012","2","G","4","11","H","6","10"
"4013","2","G","7","11","H","6","10"
"4014","2","G","10","11","H","6","10"
"4015","1","G","4","11","A","7","10"
"4016","1","G","7","11","A","7","10"
"4017","2","G","1","11","A","7","10"
"4018","2","G","4","11","A","7","10"
"4019","2","G","7","11","A","7","10"
"4020","2","G","10","11","A","7","10"
"4021","1","G","4","11","B","7","10"
"4022","1","G","10","11","B","7","10"
"4023","2","G","1","11","B","7","10"
"4024","2","G","4","11","B","7","10"
"4025","2","G","7","11","B","7","10"
"4026","2","G","10","11","B","7","10"
"4027","1","G","7","11","C","7","10"
"4028","1","G","10","11","C","7","10"
"4029","2","G","1","11","C","7","10"
"4030","2","G","4","11","C","7","10"
"4031","2","G","7","11","C","7","10"
"4032","2","G","10","11","C","7","10"
"4033","1","G","1","11","D","7","10"
"4034","1","G","4","11","D","7","10"
"4035","1","G","7","11","D","7","10"
"4036","1","G","10","11","D","7","10"
"4037","2","G","1","11","D","7","10"
"4038","2","G","4","11","D","7","10"
"4039","2","G","7","11","D","7","10"
"4040","1","G","1","11","E","7","10"
"4041","1","G","4","11","E","7","10"
"4042","1","G","7","11","E","7","10"
"4043","1","G","10","11","E","7","10"
"4044","2","G","1","11","E","7","10"
"4045","2","G","4","11","E","7","10"
"4046","2","G","10","11","E","7","10"
"4047","1","G","1","11","F","7","10"
"4048","1","G","4","11","F","7","10"
"4049","1","G","7","11","F","7","10"
"4050","1","G","10","11","F","7","10"
"4051","2","G","1","11","F","7","10"
"4052","2","G","7","11","F","7","10"
"4053","2","G","10","11","F","7","10"
"4054","1","G","1","11","G","7","10"
"4055","1","G","4","11","G","7","10"
"4056","1","G","7","11","G","7","10"
"4057","1","G","10","11","G","7","10"
"4058","2","G","4","11","G","7","10"
"4059","2","G","7","11","G","7","10"
"4060","2","G","10","11","G","7","10"
"4061","1","G","1","11","H","7","10"
"4062","1","G","4","11","H","7","10"
"4063","1","G","7","11","H","7","10"
"4064","2","G","1","11","H","7","10"
"4065","2","G","4","11","H","7","10"
"4066","2","G","7","11","H","7","10"
"4067","2","G","10","11","H","7","10"
"4068","1","G","1","11","A","8","10"
"4069","1","G","4","11","A","8","10"
"4070","1","G","10","11","A","8","10"
"4071","2","G","1","11","A","8","10"
"4072","2","G","4","11","A","8","10"
"4073","2","G","7","11","A","8","10"
"4074","2","G","10","11","A","8","10"
"4075","1","G","1","11","B","8","10"
"4076","1","G","7","11","B","8","10"
"4077","1","G","10","11","B","8","10"
"4078","2","G","1","11","B","8","10"
"4079","2","G","4","11","B","8","10"
"4080","2","G","7","11","B","8","10"
"4081","2","G","10","11","B","8","10"
"4082","1","G","4","11","C","8","10"
"4083","1","G","7","11","C","8","10"
"4084","1","G","10","11","C","8","10"
"4085","2","G","1","11","C","8","10"
"4086","2","G","4","11","C","8","10"
"4087","2","G","7","11","C","8","10"
"4088","2","G","10","11","C","8","10"
"4089","1","G","1","11","D","8","10"
"4090","1","G","4","11","D","8","10"
"4091","1","G","7","11","D","8","10"
"4092","1","G","10","11","D","8","10"
"4093","2","G","1","11","D","8","10"
"4094","2","G","4","11","D","8","10"
"4095","2","G","7","11","D","8","10"
"4096","2","G","10","11","D","8","10"
"4097","1","G","1","11","E","8","10"
"4098","1","G","4","11","F","8","10"
"4099","1","G","7","11","G","8","10"
"4100","1","G","10","11","H","8","10"
"4101","2","G","1","11","A","9","10"
"4102","2","G","4","11","B","9","10"
"4103","2","G","7","11","C","9","10"
"4104","2","G","10","11","D","9","10"
"4105","1","G","1","11","E","9","10"
"4106","1","G","4","11","E","9","10"
"4107","1","G","1","11","F","9","10"
"4108","1","G","7","11","F","9","10"
"4109","1","G","1","11","G","9","10"
"4110","1","G","10","11","G","9","10"
"4111","1","G","1","11","H","9","10"
"4112","2","G","1","11","H","9","10"
"4113","1","G","1","11","A","10","10"
"4114","2","G","4","11","A","10","10"
"4115","1","H","1","11","B","10","10"
"4116","2","G","7","11","B","10","10"
"4117","1","H","1","11","C","10","10"
"4118","2","G","10","11","C","10","10"
"4119","1","G","4","11","D","10","10"
"4120","1","G","7","11","D","10","10"
"4121","1","G","4","11","E","10","10"
"4122","1","G","10","11","E","10","10"
"4123","1","G","4","11","F","10","10"
"4124","2","G","1","11","F","10","10"
"4125","1","G","4","11","G","10","10"
"4126","2","G","4","11","G","10","10"
"4127","1","H","4","11","H","10","10"
"4128","2","G","7","11","H","10","10"
"4129","1","H","4","11","A","11","10"
"4130","2","G","10","11","A","11","10"
"4131","1","G","7","11","B","11","10"
"4132","1","G","10","11","B","11","10"
"4133","1","G","7","11","C","11","10"
"4134","2","G","1","11","C","11","10"
"4135","1","G","7","11","D","11","10"
"4136","2","G","4","11","D","11","10"
"4137","1","H","7","11","E","11","10"
"4138","2","G","7","11","E","11","10"
"4139","1","H","7","11","F","11","10"
"4140","2","G","10","11","F","11","10"
"4141","1","G","10","11","G","11","10"
"4142","2","G","1","11","G","11","10"
"4143","1","G","10","11","H","11","10"
"4144","2","G","4","11","H","11","10"
"4145","1","H","10","11","A","12","10"
"4146","2","G","7","11","A","12","10"
"4147","1","H","10","11","B","12","10"
"4148","2","G","10","11","B","12","10"
"4149","2","G","1","11","C","12","10"
"4150","2","G","4","11","C","12","10"
"4151","2","H","1","11","D","12","10"
"4152","2","G","7","11","D","12","10"
"4153","2","H","1","11","E","12","10"
"4154","2","G","10","11","E","12","10"
"4155","2","H","4","11","F","12","10"
"4156","2","H","7","11","F","12","10"
"4157","2","H","4","11","G","12","10"
"4158","2","H","10","11","G","12","10"
"4159","2","H","7","11","H","12","10"
"4160","2","H","10","11","H","12","10"
"4161","1","H","1","12","A","1","10"
"4162","1","H","4","12","A","1","10"
"4163","1","H","7","12","A","1","10"
"4164","1","H","1","12","B","1","10"
"4165","1","H","4","12","B","1","10"
"4166","1","H","10","12","B","1","10"
"4167","1","H","1","12","C","1","10"
"4168","1","H","4","12","C","1","10"
"4169","2","H","1","12","C","1","10"
"4170","1","H","1","12","D","1","10"
"4171","1","H","4","12","D","1","10"
"4172","2","H","4","12","D","1","10"
"4173","1","H","1","12","E","1","10"
"4174","1","H","4","12","E","1","10"
"4175","2","H","7","12","E","1","10"
"4176","1","H","1","12","F","1","10"
"4177","1","H","4","12","F","1","10"
"4178","2","H","10","12","F","1","10"
"4179","1","H","1","12","G","1","10"
"4180","1","H","7","12","G","1","10"
"4181","1","H","10","12","G","1","10"
"4182","1","H","1","12","H","1","10"
"4183","1","H","7","12","H","1","10"
"4184","2","H","1","12","H","1","10"
"4185","1","H","1","12","A","2","10"
"4186","1","H","7","12","A","2","10"
"4187","2","H","4","12","A","2","10"
"4188","1","H","1","12","B","2","10"
"4189","1","H","7","12","B","2","10"
"4190","2","H","7","12","B","2","10"
"4191","1","H","1","12","C","2","10"
"4192","1","H","7","12","C","2","10"
"4193","2","H","10","12","C","2","10"
"4194","1","H","1","12","D","2","10"
"4195","1","H","10","12","D","2","10"
"4196","2","H","1","12","D","2","10"
"4197","1","H","1","12","E","2","10"
"4198","1","H","10","12","E","2","10"
"4199","2","H","4","12","E","2","10"
"4200","1","H","1","12","F","2","10"
"4201","1","H","10","12","F","2","10"
"4202","2","H","7","12","F","2","10"
"4203","1","H","1","12","G","2","10"
"4204","1","H","10","12","G","2","10"
"4205","2","H","10","12","G","2","10"
"4206","1","H","1","12","H","2","10"
"4207","2","H","1","12","H","2","10"
"4208","2","H","4","12","H","2","10"
"4209","1","H","1","12","A","3","10"
"4210","2","H","1","12","A","3","10"
"4211","2","H","7","12","A","3","10"
"4212","1","H","1","12","B","3","10"
"4213","2","H","1","12","B","3","10"
"4214","2","H","10","12","B","3","10"
"4215","1","H","1","12","C","3","10"
"4216","2","H","4","12","C","3","10"
"4217","2","H","7","12","C","3","10"
"4218","1","H","1","12","D","3","10"
"4219","2","H","4","12","D","3","10"
"4220","2","H","10","12","D","3","10"
"4221","1","H","1","12","E","3","10"
"4222","2","H","7","12","E","3","10"
"4223","2","H","10","12","E","3","10"
"4224","1","H","4","12","F","3","10"
"4225","1","H","7","12","F","3","10"
"4226","1","H","10","12","F","3","10"
"4227","1","H","4","12","G","3","10"
"4228","1","H","7","12","G","3","10"
"4229","2","H","1","12","G","3","10"
"4230","1","H","4","12","H","3","10"
"4231","1","H","7","12","H","3","10"
"4232","2","H","4","12","H","3","10"
"4233","1","H","4","12","A","4","10"
"4234","1","H","7","12","A","4","10"
"4235","2","H","7","12","A","4","10"
"4236","1","H","4","12","B","4","10"
"4237","1","H","7","12","B","4","10"
"4238","2","H","10","12","B","4","10"
"4239","1","H","4","12","C","4","10"
"4240","1","H","10","12","C","4","10"
"4241","2","H","1","12","C","4","10"
"4242","1","H","4","12","D","4","10"
"4243","1","H","10","12","D","4","10"
"4244","2","H","4","12","D","4","10"
"4245","1","H","4","12","E","4","10"
"4246","1","H","10","12","E","4","10"
"4247","2","H","7","12","E","4","10"
"4248","1","H","4","12","F","4","10"
"4249","1","H","10","12","F","4","10"
"4250","2","H","10","12","F","4","10"
"4251","1","H","4","12","G","4","10"
"4252","2","H","1","12","G","4","10"
"4253","2","H","4","12","G","4","10"
"4254","1","H","4","12","H","4","10"
"4255","2","H","1","12","H","4","10"
"4256","2","H","7","12","H","4","10"
"4257","1","H","4","12","A","5","10"
"4258","2","H","1","12","A","5","10"
"4259","2","H","10","12","A","5","10"
"4260","1","H","4","12","B","5","10"
"4261","2","H","4","12","B","5","10"
"4262","2","H","7","12","B","5","10"
"4263","1","H","4","12","C","5","10"
"4264","2","H","4","12","C","5","10"
"4265","2","H","10","12","C","5","10"
"4266","1","H","4","12","D","5","10"
"4267","2","H","7","12","D","5","10"
"4268","2","H","10","12","D","5","10"
"4269","1","H","7","12","E","5","10"
"4270","1","H","10","12","E","5","10"
"4271","2","H","1","12","E","5","10"
"4272","1","H","7","12","F","5","10"
"4273","1","H","10","12","F","5","10"
"4274","2","H","4","12","F","5","10"
"4275","1","H","7","12","G","5","10"
"4276","1","H","10","12","G","5","10"
"4277","2","H","7","12","G","5","10"
"4278","1","H","7","12","H","5","10"
"4279","1","H","10","12","H","5","10"
"4280","2","H","10","12","H","5","10"
"4281","1","H","7","12","A","6","10"
"4282","2","H","1","12","A","6","10"
"4283","2","H","4","12","A","6","10"
"4284","1","H","7","12","B","6","10"
"4285","2","H","1","12","B","6","10"
"4286","2","H","7","12","B","6","10"
"4287","1","H","7","12","C","6","10"
"4288","2","H","1","12","C","6","10"
"4289","2","H","10","12","C","6","10"
"4290","1","H","7","12","D","6","10"
"4291","2","H","4","12","D","6","10"
"4292","2","H","7","12","D","6","10"
"4293","1","H","7","12","E","6","10"
"4294","2","H","4","12","E","6","10"
"4295","2","H","10","12","E","6","10"
"4296","1","H","7","12","F","6","10"
"4297","2","H","7","12","F","6","10"
"4298","2","H","10","12","F","6","10"
"4299","1","H","10","12","G","6","10"
"4300","2","H","1","12","G","6","10"
"4301","2","H","4","12","G","6","10"
"4302","1","H","10","12","H","6","10"
"4303","2","H","1","12","H","6","10"
"4304","2","H","7","12","H","6","10"
"4305","1","H","10","12","A","7","10"
"4306","2","H","1","12","A","7","10"
"4307","2","H","10","12","A","7","10"
"4308","1","H","10","12","B","7","10"
"4309","2","H","4","12","B","7","10"
"4310","2","H","7","12","B","7","10"
"4311","1","H","10","12","C","7","10"
"4312","2","H","4","12","C","7","10"
"4313","2","H","10","12","C","7","10"
"4314","1","H","10","12","D","7","10"
"4315","2","H","7","12","D","7","10"
"4316","2","H","10","12","D","7","10"
"4317","2","H","1","12","E","7","10"
"4318","2","H","4","12","E","7","10"
"4319","2","H","7","12","E","7","10"
"4320","2","H","1","12","F","7","10"
"4321","2","H","4","12","F","7","10"
"4322","2","H","10","12","F","7","10"
"4323","2","H","1","12","G","7","10"
"4324","2","H","7","12","G","7","10"
"4325","2","H","10","12","G","7","10"
"4326","2","H","4","12","H","7","10"
"4327","2","H","7","12","H","7","10"
"4328","2","H","10","12","H","7","10"
"4329","1","H","1","12","A","8","10"
"4330","1","H","4","12","A","8","10"
"4331","1","H","7","12","A","8","10"
"4332","1","H","10","12","A","8","10"
"4333","1","H","1","12","B","8","10"
"4334","1","H","4","12","B","8","10"
"4335","1","H","7","12","B","8","10"
"4336","2","H","1","12","B","8","10"
"4337","1","H","1","12","C","8","10"
"4338","1","H","4","12","C","8","10"
"4339","1","H","7","12","C","8","10"
"4340","2","H","4","12","C","8","10"
"4341","1","H","1","12","D","8","10"
"4342","1","H","4","12","D","8","10"
"4343","1","H","7","12","D","8","10"
"4344","2","H","7","12","D","8","10"
"4345","1","H","1","12","E","8","10"
"4346","1","H","4","12","E","8","10"
"4347","1","H","7","12","E","8","10"
"4348","2","H","10","12","E","8","10"
"4349","1","H","1","12","F","8","10"
"4350","1","H","4","12","F","8","10"
"4351","1","H","10","12","F","8","10"
"4352","2","H","1","12","F","8","10"
"4353","1","H","1","12","G","8","10"
"4354","1","H","4","12","G","8","10"
"4355","1","H","10","12","G","8","10"
"4356","2","H","4","12","G","8","10"
"4357","1","H","1","12","H","8","10"
"4358","1","H","4","12","H","8","10"
"4359","1","H","10","12","H","8","10"
"4360","2","H","7","12","H","8","10"
"4361","1","H","1","12","A","9","10"
"4362","1","H","4","12","A","9","10"
"4363","1","H","10","12","A","9","10"
"4364","2","H","10","12","A","9","10"
"4365","1","H","1","12","B","9","10"
"4366","1","H","4","12","B","9","10"
"4367","2","H","1","12","B","9","10"
"4368","2","H","4","12","B","9","10"
"4369","1","H","1","12","C","9","10"
"4370","1","H","4","12","C","9","10"
"4371","2","H","1","12","C","9","10"
"4372","2","H","7","12","C","9","10"
"4373","1","H","1","12","D","9","10"
"4374","1","H","4","12","D","9","10"
"4375","2","H","1","12","D","9","10"
"4376","2","H","10","12","D","9","10"
"4377","1","H","1","12","E","9","10"
"4378","1","H","4","12","E","9","10"
"4379","2","H","4","12","E","9","10"
"4380","2","H","7","12","E","9","10"
"4381","1","H","1","12","F","9","10"
"4382","1","H","4","12","F","9","10"
"4383","2","H","4","12","F","9","10"
"4384","2","H","10","12","F","9","10"
"4385","1","H","1","12","G","9","10"
"4386","1","H","4","12","G","9","10"
"4387","2","H","7","12","G","9","10"
"4388","2","H","10","12","G","9","10"
"4389","1","H","1","12","H","9","10"
"4390","1","H","7","12","H","9","10"
"4391","1","H","10","12","H","9","10"
"4392","2","H","1","12","H","9","10"
"4393","1","H","1","12","A","10","10"
"4394","1","H","7","12","A","10","10"
"4395","1","H","10","12","A","10","10"
"4396","2","H","4","12","A","10","10"
"4397","1","H","1","12","B","10","10"
"4398","1","H","7","12","B","10","10"
"4399","1","H","10","12","B","10","10"
"4400","2","H","7","12","B","10","10"
"4401","1","H","1","12","C","10","10"
"4402","1","H","7","12","C","10","10"
"4403","1","H","10","12","C","10","10"
"4404","2","H","10","12","C","10","10"
"4405","1","H","1","12","D","10","10"
"4406","1","H","7","12","D","10","10"
"4407","2","H","1","12","D","10","10"
"4408","2","H","4","12","D","10","10"
"4409","1","H","1","12","E","10","10"
"4410","1","H","7","12","E","10","10"
"4411","2","H","1","12","E","10","10"
"4412","2","H","7","12","E","10","10"
"4413","1","H","1","12","F","10","10"
"4414","1","H","7","12","F","10","10"
"4415","2","H","1","12","F","10","10"
"4416","2","H","10","12","F","10","10"
"4417","1","H","1","12","G","10","10"
"4418","1","H","7","12","G","10","10"
"4419","2","H","4","12","G","10","10"
"4420","2","H","7","12","G","10","10"
"4421","1","H","1","12","H","10","10"
"4422","1","H","7","12","H","10","10"
"4423","2","H","4","12","H","10","10"
"4424","2","H","10","12","H","10","10"
"4425","1","H","1","12","A","11","10"
"4426","1","H","7","12","A","11","10"
"4427","2","H","7","12","A","11","10"
"4428","2","H","10","12","A","11","10"
"4429","1","H","1","12","B","11","10"
"4430","1","H","10","12","B","11","10"
"4431","2","H","1","12","B","11","10"
"4432","2","H","4","12","B","11","10"
"4433","1","H","1","12","C","11","10"
"4434","1","H","10","12","C","11","10"
"4435","2","H","1","12","C","11","10"
"4436","2","H","7","12","C","11","10"
"4437","1","H","1","12","D","11","10"
"4438","1","H","10","12","D","11","10"
"4439","2","H","1","12","D","11","10"
"4440","2","H","10","12","D","11","10"
"4441","1","H","1","12","E","11","10"
"4442","1","H","10","12","E","11","10"
"4443","2","H","4","12","E","11","10"
"4444","2","H","7","12","E","11","10"
"4445","1","H","1","12","F","11","10"
"4446","1","H","10","12","F","11","10"
"4447","2","H","4","12","F","11","10"
"4448","2","H","10","12","F","11","10"
"4449","1","H","1","12","G","11","10"
"4450","1","H","10","12","G","11","10"
"4451","2","H","7","12","G","11","10"
"4452","2","H","10","12","G","11","10"
"4453","1","H","1","12","H","11","10"
"4454","2","H","1","12","H","11","10"
"4455","2","H","4","12","H","11","10"
"4456","2","H","7","12","H","11","10"
"4457","1","H","1","12","A","12","10"
"4458","2","H","1","12","A","12","10"
"4459","2","H","4","12","A","12","10"
"4460","2","H","10","12","A","12","10"
"4461","1","H","1","12","B","12","10"
"4462","2","H","1","12","B","12","10"
"4463","2","H","7","12","B","12","10"
"4464","2","H","10","12","B","12","10"
"4465","1","H","1","12","C","12","10"
"4466","2","H","4","12","C","12","10"
"4467","2","H","7","12","C","12","10"
"4468","2","H","10","12","C","12","10"
"4469","1","H","4","12","D","12","10"
"4470","1","H","7","12","D","12","10"
"4471","1","H","10","12","D","12","10"
"4472","2","H","1","12","D","12","10"
"4473","1","H","4","12","E","12","10"
"4474","1","H","7","12","E","12","10"
"4475","1","H","10","12","E","12","10"
"4476","2","H","4","12","E","12","10"
"4477","1","H","4","12","F","12","10"
"4478","1","H","7","12","F","12","10"
"4479","1","H","10","12","F","12","10"
"4480","2","H","7","12","F","12","10"
"4481","1","H","4","12","G","12","10"
"4482","1","H","7","12","G","12","10"
"4483","1","H","10","12","G","12","10"
"4484","2","H","10","12","G","12","10"
"4485","1","H","4","12","H","12","10"
"4486","1","H","7","12","H","12","10"
"4487","2","H","1","12","H","12","10"
"4488","2","H","4","12","H","12","10"
"4489","1","H","4","13","A","1","10"
"4490","1","H","7","13","A","1","10"
"4491","2","H","1","13","A","1","10"
"4492","2","H","7","13","A","1","10"
"4493","1","H","4","13","B","1","10"
"4494","1","H","7","13","B","1","10"
"4495","2","H","1","13","B","1","10"
"4496","2","H","10","13","B","1","10"
"4497","1","H","4","13","C","1","10"
"4498","1","H","7","13","C","1","10"
"4499","2","H","4","13","C","1","10"
"4500","2","H","7","13","C","1","10"
"4501","1","H","4","13","D","1","10"
"4502","1","H","7","13","D","1","10"
"4503","2","H","4","13","D","1","10"
"4504","2","H","10","13","D","1","10"
"4505","1","H","4","13","E","1","10"
"4506","1","H","7","13","E","1","10"
"4507","2","H","7","13","E","1","10"
"4508","2","H","10","13","E","1","10"
"4509","1","H","4","13","F","1","10"
"4510","1","H","10","13","F","1","10"
"4511","2","H","1","13","F","1","10"
"4512","2","H","4","13","F","1","10"
"4513","1","H","4","13","G","1","10"
"4514","1","H","10","13","G","1","10"
"4515","2","H","1","13","G","1","10"
"4516","2","H","7","13","G","1","10"
"4517","1","H","4","13","H","1","10"
"4518","1","H","10","13","H","1","10"
"4519","2","H","1","13","H","1","10"
"4520","2","H","10","13","H","1","10"
"4521","1","H","4","13","A","2","10"
"4522","1","H","10","13","A","2","10"
"4523","2","H","4","13","A","2","10"
"4524","2","H","7","13","A","2","10"
"4525","1","H","4","13","B","2","10"
"4526","1","H","10","13","B","2","10"
"4527","2","H","4","13","B","2","10"
"4528","2","H","10","13","B","2","10"
"4529","1","H","4","13","C","2","10"
"4530","1","H","10","13","C","2","10"
"4531","2","H","7","13","C","2","10"
"4532","2","H","10","13","C","2","10"
"4533","1","H","4","13","D","2","10"
"4534","2","H","1","13","D","2","10"
"4535","2","H","4","13","D","2","10"
"4536","2","H","7","13","D","2","10"
"4537","1","H","4","13","E","2","10"
"4538","2","H","1","13","E","2","10"
"4539","2","H","4","13","E","2","10"
"4540","2","H","10","13","E","2","10"
"4541","1","H","4","13","F","2","10"
"4542","2","H","1","13","F","2","10"
"4543","2","H","7","13","F","2","10"
"4544","2","H","10","13","F","2","10"
"4545","1","H","4","13","G","2","10"
"4546","2","H","4","13","G","2","10"
"4547","2","H","7","13","G","2","10"
"4548","2","H","10","13","G","2","10"
"4549","1","H","7","13","H","2","10"
"4550","1","H","10","13","H","2","10"
"4551","2","H","1","13","H","2","10"
"4552","2","H","4","13","H","2","10"
"4553","1","H","7","13","A","3","10"
"4554","1","H","10","13","A","3","10"
"4555","2","H","1","13","A","3","10"
"4556","2","H","7","13","A","3","10"
"4557","1","H","7","13","B","3","10"
"4558","1","H","10","13","B","3","10"
