destination.plate,destination.row,destination.column,vol.ul
9,G,7,10
9,H,7,10
9,A,8,10
9,B,8,10
9,C,8,10
9,E,8,10
9,F,8,10
9,G,8,10
9,H,8,10
10,E,1,10
10,D,2,10
10,B,3,10
10,G,3,10
10,D,4,10
10,E,4,10
10,F,4,10
10,G,4,10
10,G,5,10
10,D,6,10
10,A,7,10
10,B,7,10
10,C,7,10
10,D,7,10
10,C,8,10
10,H,8,10
10,A,9,10
10,B,9,10
10,C,9,10
10,B,10,10
10,C,10,10
10,D,10,10
10,E,10,10
10,D,11,10
10,E,11,10
10,F,11,10
10,G,11,10
10,H,11,10
10,A,12,10
10,F,12,10
11,C,1,10
11,D,1,10
11,E,1,10
11,F,1,10
11,E,2,10
11,F,2,10
11,G,2,10
11,H,2,10
11,G,3,10
11,H,3,10
11,A,4,10
11,B,4,10
11,C,4,10
11,D,4,10
11,A,5,10
11,B,5,10
11,C,5,10
11,D,5,10
11,C,6,10
11,D,6,10
11,E,6,10
11,F,6,10
11,G,6,10
11,H,6,10
11,E,7,10
11,F,7,10
11,G,7,10
11,H,7,10
11,A,8,10
11,B,8,10
11,G,8,10
11,H,8,10
11,A,9,10
11,B,9,10
11,D,9,10
11,E,9,10
11,F,9,10
11,G,9,10
11,F,10,10
11,G,10,10
11,H,10,10
11,A,11,10
11,B,11,10
11,C,11,10
11,H,11,10
11,A,12,10
11,B,12,10
11,C,12,10
11,D,12,10
11,E,12,10
12,B,1,10
12,C,1,10
12,D,1,10
12,E,1,10
12,G,1,10
12,H,1,10
12,A,2,10
12,B,2,10
12,C,2,10
12,D,2,10
12,A,3,10
12,B,3,10
12,C,3,10
12,D,3,10
12,F,3,10
12,G,3,10
12,H,3,10
12,A,4,10
12,C,4,10
12,D,4,10
12,E,4,10
12,F,4,10
12,G,4,10
12,H,4,10
12,A,5,10
12,F,5,10
12,G,5,10
12,H,5,10
12,A,6,10
12,C,6,10
12,D,6,10
12,E,6,10
12,F,6,10
12,H,6,10
12,A,7,10
12,B,7,10
12,C,7,10
12,D,7,10
12,F,7,10
12,G,7,10
12,H,7,10
12,A,8,10
12,B,8,10
12,C,8,10
12,E,8,10
12,F,8,10
12,G,8,10
12,H,8,10
13,E,1,10
13,D,2,10
13,B,3,10
13,G,3,10
13,D,4,10
13,E,4,10
13,F,4,10
13,G,4,10
13,G,5,10
13,D,6,10
13,A,7,10
13,B,7,10
13,C,7,10
13,D,7,10
13,C,8,10
13,H,8,10
13,A,9,10
13,B,9,10
13,C,9,10
13,B,10,10
13,C,10,10
13,D,10,10
13,E,10,10
13,D,11,10
13,E,11,10
13,F,11,10
13,G,11,10
13,H,11,10
13,A,12,10
13,F,12,10
14,C,1,10
14,D,1,10
14,E,1,10
14,F,1,10
14,E,2,10
14,F,2,10
14,G,2,10
14,H,2,10
14,G,3,10
14,H,3,10
14,A,4,10
14,B,4,10
14,C,4,10
14,D,4,10
14,A,5,10
14,B,5,10
14,C,5,10
14,D,5,10
14,C,6,10
14,D,6,10
14,E,6,10
14,F,6,10
14,G,6,10
14,H,6,10
14,E,7,10
14,F,7,10
14,G,7,10
14,H,7,10
14,A,8,10
14,B,8,10
14,G,8,10
14,H,8,10
14,A,9,10
14,B,9,10
14,D,9,10
14,E,9,10
14,F,9,10
14,G,9,10
14,F,10,10
14,G,10,10
14,H,10,10
14,A,11,10
14,B,11,10
14,C,11,10
14,H,11,10
14,A,12,10
14,B,12,10
14,C,12,10
14,D,12,10
14,E,12,10
15,B,1,10
15,C,1,10
15,D,1,10
15,E,1,10
15,G,1,10
15,H,1,10
15,A,2,10
15,B,2,10
15,C,2,10
15,D,2,10
15,A,3,10
15,B,3,10
15,C,3,10
15,D,3,10
15,F,3,10
15,G,3,10
15,H,3,10
15,A,4,10
15,C,4,10
15,D,4,10
15,E,4,10
15,F,4,10
15,G,4,10
15,H,4,10
15,A,5,10
15,F,5,10
15,G,5,10
15,H,5,10
15,A,6,10
15,C,6,10
15,D,6,10
15,E,6,10
15,F,6,10
15,H,6,10
15,A,7,10
15,B,7,10
15,C,7,10
15,D,7,10
15,F,7,10
15,G,7,10
15,H,7,10
15,A,8,10
15,B,8,10
15,C,8,10
15,E,8,10
15,F,8,10
15,G,8,10
15,H,8,10
16,E,1,10
16,D,2,10
16,B,3,10
16,G,3,10
16,D,4,10
16,E,4,10
16,F,4,10
16,G,4,10
16,G,5,10
16,D,6,10
16,A,7,10
16,B,7,10
16,C,7,10
16,D,7,10
16,C,8,10
16,H,8,10
16,A,9,10
16,B,9,10
16,C,9,10
16,B,10,10
16,C,10,10
16,D,10,10
16,E,10,10
16,D,11,10
16,E,11,10
16,F,11,10
16,G,11,10
16,H,11,10
16,A,12,10
16,F,12,10
17,C,1,10
17,D,1,10
17,E,1,10
17,F,1,10
17,E,2,10
17,F,2,10
17,G,2,10
17,H,2,10
17,G,3,10
17,H,3,10
17,A,4,10
17,B,4,10
17,C,4,10
17,D,4,10
17,A,5,10
17,B,5,10
17,C,5,10
17,D,5,10
17,C,6,10
17,D,6,10
17,E,6,10
17,F,6,10
17,G,6,10
17,H,6,10
17,E,7,10
17,F,7,10
17,G,7,10
17,H,7,10
17,A,8,10
17,B,8,10
17,G,8,10
17,H,8,10
17,A,9,10
17,B,9,10
17,D,9,10
17,E,9,10
17,F,9,10
17,G,9,10
17,F,10,10
17,G,10,10
17,H,10,10
17,A,11,10
17,B,11,10
17,C,11,10
17,H,11,10
17,A,12,10
17,B,12,10
17,C,12,10
17,D,12,10
17,E,12,10
18,B,1,10
18,C,1,10
18,D,1,10
18,E,1,10
18,G,1,10
18,H,1,10
18,A,2,10
18,B,2,10
18,C,2,10
18,D,2,10
18,A,3,10
18,B,3,10
18,C,3,10
18,D,3,10
18,F,3,10
18,G,3,10
18,H,3,10
18,A,4,10
18,C,4,10
18,D,4,10
18,E,4,10
18,F,4,10
18,G,4,10
18,H,4,10
18,A,5,10
18,F,5,10
18,G,5,10
18,H,5,10
18,A,6,10
18,C,6,10
18,D,6,10
18,E,6,10
18,F,6,10
18,H,6,10
18,A,7,10
18,B,7,10
18,C,7,10
18,D,7,10
18,F,7,10
18,G,7,10
18,H,7,10
18,A,8,10
18,B,8,10
18,C,8,10
18,E,8,10
18,F,8,10
18,G,8,10
18,H,8,10
19,E,1,10
19,D,2,10
19,B,3,10
19,G,3,10
19,D,4,10
19,E,4,10
19,F,4,10
19,G,4,10
19,G,5,10
19,D,6,10
19,A,7,10
19,B,7,10
19,C,7,10
19,D,7,10
19,C,8,10
19,H,8,10
19,A,9,10
19,B,9,10
19,C,9,10
19,B,10,10
19,C,10,10
19,D,10,10
19,E,10,10
19,D,11,10
19,E,11,10
19,F,11,10
19,G,11,10
19,H,11,10
19,A,12,10
19,F,12,10
20,C,1,10
20,D,1,10
20,E,1,10
20,F,1,10
20,E,2,10
20,F,2,10
20,G,2,10
20,H,2,10
20,G,3,10
20,H,3,10
20,A,4,10
20,B,4,10
20,C,4,10
20,D,4,10
20,A,5,10
20,B,5,10
20,C,5,10
20,D,5,10
20,C,6,10
20,D,6,10
20,E,6,10
20,F,6,10
20,G,6,10
20,H,6,10
20,E,7,10
20,F,7,10
20,G,7,10
20,H,7,10
20,A,8,10
20,B,8,10
20,G,8,10
20,H,8,10
20,A,9,10
20,B,9,10
20,D,9,10
20,E,9,10
20,F,9,10
20,G,9,10
20,F,10,10
20,G,10,10
20,H,10,10
20,A,11,10
20,B,11,10
20,C,11,10
20,H,11,10
20,A,12,10
20,B,12,10
20,C,12,10
20,D,12,10
20,E,12,10
21,B,1,10
21,C,1,10
21,D,1,10
21,E,1,10
21,G,1,10
21,H,1,10
21,A,2,10
21,B,2,10
21,C,2,10
21,D,2,10
21,A,3,10
21,B,3,10
21,C,3,10
21,D,3,10
21,F,3,10
21,G,3,10
21,H,3,10
21,A,4,10
21,C,4,10
21,D,4,10
21,E,4,10
21,F,4,10
21,G,4,10
21,H,4,10
21,A,5,10
21,F,5,10
21,G,5,10
21,H,5,10
21,A,6,10
21,C,6,10
21,D,6,10
21,E,6,10
21,F,6,10
21,H,6,10
21,A,7,10
21,B,7,10
21,C,7,10
21,D,7,10
21,F,7,10
21,G,7,10
21,H,7,10
21,A,8,10
21,B,8,10
21,C,8,10
21,E,8,10
21,F,8,10
21,G,8,10
21,H,8,10
22,E,1,10
22,D,2,10
22,B,3,10
22,G,3,10
22,D,4,10
22,E,4,10
22,F,4,10
22,G,4,10
22,G,5,10
22,D,6,10
22,A,7,10
22,B,7,10
22,C,7,10
22,D,7,10
22,C,8,10
22,H,8,10
22,A,9,10
22,B,9,10
22,C,9,10
22,B,10,10
22,C,10,10
22,D,10,10
22,E,10,10
22,D,11,10
22,E,11,10
22,F,11,10
22,G,11,10
22,H,11,10
22,A,12,10
22,F,12,10
23,C,1,10
23,D,1,10
23,E,1,10
23,F,1,10
23,E,2,10
23,F,2,10
23,G,2,10
23,H,2,10
23,G,3,10
23,H,3,10
23,A,4,10
23,B,4,10
23,C,4,10
23,D,4,10
23,A,5,10
23,B,5,10
23,C,5,10
23,D,5,10
23,C,6,10
23,D,6,10
23,E,6,10
23,F,6,10
23,G,6,10
23,H,6,10
23,E,7,10
23,F,7,10
23,G,7,10
23,H,7,10
23,A,8,10
23,B,8,10
23,G,8,10
23,H,8,10
23,A,9,10
23,B,9,10
23,D,9,10
23,E,9,10
23,F,9,10
23,G,9,10
23,F,10,10
23,G,10,10
23,H,10,10
23,A,11,10
23,B,11,10
23,C,11,10
23,H,11,10
23,A,12,10
23,B,12,10
23,C,12,10
23,D,12,10
23,E,12,10
24,B,1,10
24,C,1,10
24,D,1,10
24,E,1,10
24,G,1,10
24,H,1,10
24,A,2,10
24,B,2,10
24,C,2,10
24,D,2,10
24,A,3,10
24,B,3,10
24,C,3,10
24,D,3,10
24,F,3,10
24,G,3,10
24,H,3,10
24,A,4,10
24,C,4,10
24,D,4,10
24,E,4,10
24,F,4,10
24,G,4,10
24,H,4,10
24,A,5,10
24,F,5,10
24,G,5,10
24,H,5,10
24,A,6,10
24,C,6,10
24,D,6,10
24,E,6,10
24,F,6,10
24,H,6,10
24,A,7,10
24,B,7,10
24,C,7,10
24,D,7,10
24,F,7,10
24,G,7,10
24,H,7,10
24,A,8,10
24,B,8,10
24,C,8,10
24,E,8,10
24,F,8,10
24,G,8,10
24,H,8,10
