ID,SP1,SP2,SP3,SP4,SP5,SP6,SP7,SP8,Dest.Column,Dest.Row,Dest.Plate
0,,,,,,,,,1,A,1
1,1,,,,,,,,1,B,1
2,,2,,,,,,,1,C,1
3,,,3,,,,,,1,D,1
4,,,,4,,,,,1,E,1
5,,,,,5,,,,1,F,1
6,,,,,,6,,,1,G,1
7,,,,,,,7,,1,H,1
8,,,,,,,,8,2,A,1
12,1,2,,,,,,,2,B,1
13,1,,3,,,,,,2,C,1
14,1,,,4,,,,,2,D,1
15,1,,,,5,,,,2,E,1
16,1,,,,,6,,,2,F,1
17,1,,,,,,7,,2,G,1
18,1,,,,,,,8,2,H,1
23,,2,3,,,,,,3,A,1
24,,2,,4,,,,,3,B,1
25,,2,,,5,,,,3,C,1
26,,2,,,,6,,,3,D,1
27,,2,,,,,7,,3,E,1
28,,2,,,,,,8,3,F,1
34,,,3,4,,,,,3,G,1
35,,,3,,5,,,,3,H,1
36,,,3,,,6,,,4,A,1
37,,,3,,,,7,,4,B,1
38,,,3,,,,,8,4,C,1
45,,,,4,5,,,,4,D,1
46,,,,4,,6,,,4,E,1
47,,,,4,,,7,,4,F,1
48,,,,4,,,,8,4,G,1
56,,,,,5,6,,,4,H,1
57,,,,,5,,7,,5,A,1
58,,,,,5,,,8,5,B,1
67,,,,,,6,7,,5,C,1
68,,,,,,6,,8,5,D,1
78,,,,,,,7,8,5,E,1
123,1,2,3,,,,,,5,F,1
124,1,2,,4,,,,,5,G,1
125,1,2,,,5,,,,5,H,1
126,1,2,,,,6,,,6,A,1
127,1,2,,,,,7,,6,B,1
128,1,2,,,,,,8,6,C,1
134,1,,3,4,,,,,6,D,1
135,1,,3,,5,,,,6,E,1
136,1,,3,,,6,,,6,F,1
137,1,,3,,,,7,,6,G,1
138,1,,3,,,,,8,6,H,1
145,1,,,4,5,,,,7,A,1
146,1,,,4,,6,,,7,B,1
147,1,,,4,,,7,,7,C,1
148,1,,,4,,,,8,7,D,1
156,1,,,,5,6,,,7,E,1
157,1,,,,5,,7,,7,F,1
158,1,,,,5,,,8,7,G,1
167,1,,,,,6,7,,7,H,1
168,1,,,,,6,,8,8,A,1
178,1,,,,,,7,8,8,B,1
234,,2,3,4,,,,,8,C,1
235,,2,3,,5,,,,8,D,1
236,,2,3,,,6,,,8,E,1
237,,2,3,,,,7,,8,F,1
238,,2,3,,,,,8,8,G,1
245,,2,,4,5,,,,8,H,1
246,,2,,4,,6,,,9,A,1
247,,2,,4,,,7,,9,B,1
248,,2,,4,,,,8,9,C,1
256,,2,,,5,6,,,9,D,1
257,,2,,,5,,7,,9,E,1
258,,2,,,5,,,8,9,F,1
267,,2,,,,6,7,,9,G,1
268,,2,,,,6,,8,9,H,1
278,,2,,,,,7,8,10,A,1
345,,,3,4,5,,,,10,B,1
346,,,3,4,,6,,,10,C,1
347,,,3,4,,,7,,10,D,1
348,,,3,4,,,,8,10,E,1
356,,,3,,5,6,,,10,F,1
357,,,3,,5,,7,,10,G,1
358,,,3,,5,,,8,10,H,1
367,,,3,,,6,7,,11,A,1
368,,,3,,,6,,8,11,B,1
378,,,3,,,,7,8,11,C,1
456,,,,4,5,6,,,11,D,1
457,,,,4,5,,7,,11,E,1
458,,,,4,5,,,8,11,F,1
467,,,,4,,6,7,,11,G,1
468,,,,4,,6,,8,11,H,1
478,,,,4,,,7,8,12,A,1
567,,,,,5,6,7,,12,B,1
568,,,,,5,6,,8,12,C,1
578,,,,,5,,7,8,12,D,1
678,,,,,,6,7,8,12,E,1
1234,1,2,3,4,,,,,12,F,1
1235,1,2,3,,5,,,,12,G,1
1236,1,2,3,,,6,,,12,H,1
1237,1,2,3,,,,7,,1,A,2
1238,1,2,3,,,,,8,1,B,2
1245,1,2,,4,5,,,,1,C,2
1246,1,2,,4,,6,,,1,D,2
1247,1,2,,4,,,7,,1,E,2
1248,1,2,,4,,,,8,1,F,2
1256,1,2,,,5,6,,,1,G,2
1257,1,2,,,5,,7,,1,H,2
1258,1,2,,,5,,,8,2,A,2
1267,1,2,,,,6,7,,2,B,2
1268,1,2,,,,6,,8,2,C,2
1278,1,2,,,,,7,8,2,D,2
1345,1,,3,4,5,,,,2,E,2
1346,1,,3,4,,6,,,2,F,2
1347,1,,3,4,,,7,,2,G,2
1348,1,,3,4,,,,8,2,H,2
1356,1,,3,,5,6,,,3,A,2
1357,1,,3,,5,,7,,3,B,2
1358,1,,3,,5,,,8,3,C,2
1367,1,,3,,,6,7,,3,D,2
1368,1,,3,,,6,,8,3,E,2
1378,1,,3,,,,7,8,3,F,2
1456,1,,,4,5,6,,,3,G,2
1457,1,,,4,5,,7,,3,H,2
1458,1,,,4,5,,,8,4,A,2
1467,1,,,4,,6,7,,4,B,2
1468,1,,,4,,6,,8,4,C,2
1478,1,,,4,,,7,8,4,D,2
1567,1,,,,5,6,7,,4,E,2
1568,1,,,,5,6,,8,4,F,2
1578,1,,,,5,,7,8,4,G,2
1678,1,,,,,6,7,8,4,H,2
2345,,2,3,4,5,,,,5,A,2
2346,,2,3,4,,6,,,5,B,2
2347,,2,3,4,,,7,,5,C,2
2348,,2,3,4,,,,8,5,D,2
2356,,2,3,,5,6,,,5,E,2
2357,,2,3,,5,,7,,5,F,2
2358,,2,3,,5,,,8,5,G,2
2367,,2,3,,,6,7,,5,H,2
2368,,2,3,,,6,,8,6,A,2
2378,,2,3,,,,7,8,6,B,2
2456,,2,,4,5,6,,,6,C,2
2457,,2,,4,5,,7,,6,D,2
2458,,2,,4,5,,,8,6,E,2
2467,,2,,4,,6,7,,6,F,2
2468,,2,,4,,6,,8,6,G,2
2478,,2,,4,,,7,8,6,H,2
2567,,2,,,5,6,7,,7,A,2
2568,,2,,,5,6,,8,7,B,2
2578,,2,,,5,,7,8,7,C,2
2678,,2,,,,6,7,8,7,D,2
3456,,,3,4,5,6,,,7,E,2
3457,,,3,4,5,,7,,7,F,2
3458,,,3,4,5,,,8,7,G,2
3467,,,3,4,,6,7,,7,H,2
3468,,,3,4,,6,,8,8,A,2
3478,,,3,4,,,7,8,8,B,2
3567,,,3,,5,6,7,,8,C,2
3568,,,3,,5,6,,8,8,D,2
3578,,,3,,5,,7,8,8,E,2
3678,,,3,,,6,7,8,8,F,2
4567,,,,4,5,6,7,,8,G,2
4568,,,,4,5,6,,8,8,H,2
4578,,,,4,5,,7,8,9,A,2
4678,,,,4,,6,7,8,9,B,2
5678,,,,,5,6,7,8,9,C,2
12345,1,2,3,4,5,,,,9,D,2
12346,1,2,3,4,,6,,,9,E,2
12347,1,2,3,4,,,7,,9,F,2
12348,1,2,3,4,,,,8,9,G,2
12356,1,2,3,,5,6,,,9,H,2
12357,1,2,3,,5,,7,,10,A,2
12358,1,2,3,,5,,,8,10,B,2
12367,1,2,3,,,6,7,,10,C,2
12368,1,2,3,,,6,,8,10,D,2
12378,1,2,3,,,,7,8,10,E,2
12456,1,2,,4,5,6,,,10,F,2
12457,1,2,,4,5,,7,,10,G,2
12458,1,2,,4,5,,,8,10,H,2
12467,1,2,,4,,6,7,,11,A,2
12468,1,2,,4,,6,,8,11,B,2
12478,1,2,,4,,,7,8,11,C,2
12567,1,2,,,5,6,7,,11,D,2
12568,1,2,,,5,6,,8,11,E,2
12578,1,2,,,5,,7,8,11,F,2
12678,1,2,,,,6,7,8,11,G,2
13456,1,,3,4,5,6,,,11,H,2
13457,1,,3,4,5,,7,,12,A,2
13458,1,,3,4,5,,,8,12,B,2
13467,1,,3,4,,6,7,,12,C,2
13468,1,,3,4,,6,,8,12,D,2
13478,1,,3,4,,,7,8,12,E,2
13567,1,,3,,5,6,7,,12,F,2
13568,1,,3,,5,6,,8,12,G,2
13578,1,,3,,5,,7,8,12,H,2
13678,1,,3,,,6,7,8,1,A,3
14567,1,,,4,5,6,7,,1,B,3
14568,1,,,4,5,6,,8,1,C,3
14578,1,,,4,5,,7,8,1,D,3
14678,1,,,4,,6,7,8,1,E,3
15678,1,,,,5,6,7,8,1,F,3
23456,,2,3,4,5,6,,,1,G,3
23457,,2,3,4,5,,7,,1,H,3
23458,,2,3,4,5,,,8,2,A,3
23467,,2,3,4,,6,7,,2,B,3
23468,,2,3,4,,6,,8,2,C,3
23478,,2,3,4,,,7,8,2,D,3
23567,,2,3,,5,6,7,,2,E,3
23568,,2,3,,5,6,,8,2,F,3
23578,,2,3,,5,,7,8,2,G,3
23678,,2,3,,,6,7,8,2,H,3
24567,,2,,4,5,6,7,,3,A,3
24568,,2,,4,5,6,,8,3,B,3
24578,,2,,4,5,,7,8,3,C,3
24678,,2,,4,,6,7,8,3,D,3
25678,,2,,,5,6,7,8,3,E,3
34567,,,3,4,5,6,7,,3,F,3
34568,,,3,4,5,6,,8,3,G,3
34578,,,3,4,5,,7,8,3,H,3
34678,,,3,4,,6,7,8,4,A,3
35678,,,3,,5,6,7,8,4,B,3
45678,,,,4,5,6,7,8,4,C,3
123456,1,2,3,4,5,6,,,4,D,3
123457,1,2,3,4,5,,7,,4,E,3
123458,1,2,3,4,5,,,8,4,F,3
123467,1,2,3,4,,6,7,,4,G,3
123468,1,2,3,4,,6,,8,4,H,3
123478,1,2,3,4,,,7,8,5,A,3
123567,1,2,3,,5,6,7,,5,B,3
123568,1,2,3,,5,6,,8,5,C,3
123578,1,2,3,,5,,7,8,5,D,3
123678,1,2,3,,,6,7,8,5,E,3
124567,1,2,,4,5,6,7,,5,F,3
124568,1,2,,4,5,6,,8,5,G,3
124578,1,2,,4,5,,7,8,5,H,3
124678,1,2,,4,,6,7,8,6,A,3
125678,1,2,,,5,6,7,8,6,B,3
134567,1,,3,4,5,6,7,,6,C,3
134568,1,,3,4,5,6,,8,6,D,3
134578,1,,3,4,5,,7,8,6,E,3
134678,1,,3,4,,6,7,8,6,F,3
135678,1,,3,,5,6,7,8,6,G,3
145678,1,,,4,5,6,7,8,6,H,3
234567,,2,3,4,5,6,7,,7,A,3
234568,,2,3,4,5,6,,8,7,B,3
234578,,2,3,4,5,,7,8,7,C,3
234678,,2,3,4,,6,7,8,7,D,3
235678,,2,3,,5,6,7,8,7,E,3
245678,,2,,4,5,6,7,8,7,F,3
345678,,,3,4,5,6,7,8,7,G,3
1234567,1,2,3,4,5,6,7,,7,H,3
1234568,1,2,3,4,5,6,,8,8,A,3
1234578,1,2,3,4,5,,7,8,8,B,3
1234678,1,2,3,4,,6,7,8,8,C,3
1235678,1,2,3,,5,6,7,8,8,D,3
1245678,1,2,,4,5,6,7,8,8,E,3
1345678,1,,3,4,5,6,7,8,8,F,3
2345678,,2,3,4,5,6,7,8,8,G,3
12345678,1,2,3,4,5,6,7,8,8,H,3
,,,,,,,,,9,A,3
,,,,,,,,,9,B,3
,,,,,,,,,9,C,3
,,,,,,,,,9,D,3
,,,,,,,,,9,E,3
,,,,,,,,,9,F,3
,,,,,,,,,9,G,3
,,,,,,,,,9,H,3
,,,,,,,,,10,A,3
,,,,,,,,,10,B,3
,,,,,,,,,10,C,3
,,,,,,,,,10,D,3
,,,,,,,,,10,E,3
,,,,,,,,,10,F,3
,,,,,,,,,10,G,3
,,,,,,,,,10,H,3
,,,,,,,,,11,A,3
,,,,,,,,,11,B,3
,,,,,,,,,11,C,3
,,,,,,,,,11,D,3
,,,,,,,,,11,E,3
,,,,,,,,,11,F,3
,,,,,,,,,11,G,3
,,,,,,,,,11,H,3
,,,,,,,,,12,A,3
,,,,,,,,,12,B,3
,,,,,,,,,12,C,3
,,,,,,,,,12,D,3
,,,,,,,,,12,E,3
,,,,,,,,,12,F,3
,,,,,,,,,12,G,3
,,,,,,,,,12,H,3
,,,,,,,,,1,A,4
,1,,,,,,,,1,B,4
,,2,,,,,,,1,C,4
,,,3,,,,,,1,D,4
,,,,4,,,,,1,E,4
,,,,,5,,,,1,F,4
,,,,,,6,,,1,G,4
,,,,,,,7,,1,H,4
,,,,,,,,8,2,A,4
,1,2,,,,,,,2,B,4
,1,,3,,,,,,2,C,4
,1,,,4,,,,,2,D,4
,1,,,,5,,,,2,E,4
,1,,,,,6,,,2,F,4
,1,,,,,,7,,2,G,4
,1,,,,,,,8,2,H,4
,,2,3,,,,,,3,A,4
,,2,,4,,,,,3,B,4
,,2,,,5,,,,3,C,4
,,2,,,,6,,,3,D,4
,,2,,,,,7,,3,E,4
,,2,,,,,,8,3,F,4
,,,3,4,,,,,3,G,4
,,,3,,5,,,,3,H,4
,,,3,,,6,,,4,A,4
,,,3,,,,7,,4,B,4
,,,3,,,,,8,4,C,4
,,,,4,5,,,,4,D,4
,,,,4,,6,,,4,E,4
,,,,4,,,7,,4,F,4
,,,,4,,,,8,4,G,4
,,,,,5,6,,,4,H,4
,,,,,5,,7,,5,A,4
,,,,,5,,,8,5,B,4
,,,,,,6,7,,5,C,4
,,,,,,6,,8,5,D,4
,,,,,,,7,8,5,E,4
,1,2,3,,,,,,5,F,4
,1,2,,4,,,,,5,G,4
,1,2,,,5,,,,5,H,4
,1,2,,,,6,,,6,A,4
,1,2,,,,,7,,6,B,4
,1,2,,,,,,8,6,C,4
,1,,3,4,,,,,6,D,4
,1,,3,,5,,,,6,E,4
,1,,3,,,6,,,6,F,4
,1,,3,,,,7,,6,G,4
,1,,3,,,,,8,6,H,4
,1,,,4,5,,,,7,A,4
,1,,,4,,6,,,7,B,4
,1,,,4,,,7,,7,C,4
,1,,,4,,,,8,7,D,4
,1,,,,5,6,,,7,E,4
,1,,,,5,,7,,7,F,4
,1,,,,5,,,8,7,G,4
,1,,,,,6,7,,7,H,4
,1,,,,,6,,8,8,A,4
,1,,,,,,7,8,8,B,4
,,2,3,4,,,,,8,C,4
,,2,3,,5,,,,8,D,4
,,2,3,,,6,,,8,E,4
,,2,3,,,,7,,8,F,4
,,2,3,,,,,8,8,G,4
,,2,,4,5,,,,8,H,4
,,2,,4,,6,,,9,A,4
,,2,,4,,,7,,9,B,4
,,2,,4,,,,8,9,C,4
,,2,,,5,6,,,9,D,4
,,2,,,5,,7,,9,E,4
,,2,,,5,,,8,9,F,4
,,2,,,,6,7,,9,G,4
,,2,,,,6,,8,9,H,4
,,2,,,,,7,8,10,A,4
,,,3,4,5,,,,10,B,4
,,,3,4,,6,,,10,C,4
,,,3,4,,,7,,10,D,4
,,,3,4,,,,8,10,E,4
,,,3,,5,6,,,10,F,4
,,,3,,5,,7,,10,G,4
,,,3,,5,,,8,10,H,4
,,,3,,,6,7,,11,A,4
,,,3,,,6,,8,11,B,4
,,,3,,,,7,8,11,C,4
,,,,4,5,6,,,11,D,4
,,,,4,5,,7,,11,E,4
,,,,4,5,,,8,11,F,4
,,,,4,,6,7,,11,G,4
,,,,4,,6,,8,11,H,4
,,,,4,,,7,8,12,A,4
,,,,,5,6,7,,12,B,4
,,,,,5,6,,8,12,C,4
,,,,,5,,7,8,12,D,4
,,,,,,6,7,8,12,E,4
,1,2,3,4,,,,,12,F,4
,1,2,3,,5,,,,12,G,4
,1,2,3,,,6,,,12,H,4
,1,2,3,,,,7,,1,A,5
,1,2,3,,,,,8,1,B,5
,1,2,,4,5,,,,1,C,5
,1,2,,4,,6,,,1,D,5
,1,2,,4,,,7,,1,E,5
,1,2,,4,,,,8,1,F,5
,1,2,,,5,6,,,1,G,5
,1,2,,,5,,7,,1,H,5
,1,2,,,5,,,8,2,A,5
,1,2,,,,6,7,,2,B,5
,1,2,,,,6,,8,2,C,5
,1,2,,,,,7,8,2,D,5
,1,,3,4,5,,,,2,E,5
,1,,3,4,,6,,,2,F,5
,1,,3,4,,,7,,2,G,5
,1,,3,4,,,,8,2,H,5
,1,,3,,5,6,,,3,A,5
,1,,3,,5,,7,,3,B,5
,1,,3,,5,,,8,3,C,5
,1,,3,,,6,7,,3,D,5
,1,,3,,,6,,8,3,E,5
,1,,3,,,,7,8,3,F,5
,1,,,4,5,6,,,3,G,5
,1,,,4,5,,7,,3,H,5
,1,,,4,5,,,8,4,A,5
,1,,,4,,6,7,,4,B,5
,1,,,4,,6,,8,4,C,5
,1,,,4,,,7,8,4,D,5
,1,,,,5,6,7,,4,E,5
,1,,,,5,6,,8,4,F,5
,1,,,,5,,7,8,4,G,5
,1,,,,,6,7,8,4,H,5
,,2,3,4,5,,,,5,A,5
,,2,3,4,,6,,,5,B,5
,,2,3,4,,,7,,5,C,5
,,2,3,4,,,,8,5,D,5
,,2,3,,5,6,,,5,E,5
,,2,3,,5,,7,,5,F,5
,,2,3,,5,,,8,5,G,5
,,2,3,,,6,7,,5,H,5
,,2,3,,,6,,8,6,A,5
,,2,3,,,,7,8,6,B,5
,,2,,4,5,6,,,6,C,5
,,2,,4,5,,7,,6,D,5
,,2,,4,5,,,8,6,E,5
,,2,,4,,6,7,,6,F,5
,,2,,4,,6,,8,6,G,5
,,2,,4,,,7,8,6,H,5
,,2,,,5,6,7,,7,A,5
,,2,,,5,6,,8,7,B,5
,,2,,,5,,7,8,7,C,5
,,2,,,,6,7,8,7,D,5
,,,3,4,5,6,,,7,E,5
,,,3,4,5,,7,,7,F,5
,,,3,4,5,,,8,7,G,5
,,,3,4,,6,7,,7,H,5
,,,3,4,,6,,8,8,A,5
,,,3,4,,,7,8,8,B,5
,,,3,,5,6,7,,8,C,5
,,,3,,5,6,,8,8,D,5
,,,3,,5,,7,8,8,E,5
,,,3,,,6,7,8,8,F,5
,,,,4,5,6,7,,8,G,5
,,,,4,5,6,,8,8,H,5
,,,,4,5,,7,8,9,A,5
,,,,4,,6,7,8,9,B,5
,,,,,5,6,7,8,9,C,5
,1,2,3,4,5,,,,9,D,5
,1,2,3,4,,6,,,9,E,5
,1,2,3,4,,,7,,9,F,5
,1,2,3,4,,,,8,9,G,5
,1,2,3,,5,6,,,9,H,5
,1,2,3,,5,,7,,10,A,5
,1,2,3,,5,,,8,10,B,5
,1,2,3,,,6,7,,10,C,5
,1,2,3,,,6,,8,10,D,5
,1,2,3,,,,7,8,10,E,5
,1,2,,4,5,6,,,10,F,5
,1,2,,4,5,,7,,10,G,5
,1,2,,4,5,,,8,10,H,5
,1,2,,4,,6,7,,11,A,5
,1,2,,4,,6,,8,11,B,5
,1,2,,4,,,7,8,11,C,5
,1,2,,,5,6,7,,11,D,5
,1,2,,,5,6,,8,11,E,5
,1,2,,,5,,7,8,11,F,5
,1,2,,,,6,7,8,11,G,5
,1,,3,4,5,6,,,11,H,5
,1,,3,4,5,,7,,12,A,5
,1,,3,4,5,,,8,12,B,5
,1,,3,4,,6,7,,12,C,5
,1,,3,4,,6,,8,12,D,5
,1,,3,4,,,7,8,12,E,5
,1,,3,,5,6,7,,12,F,5
,1,,3,,5,6,,8,12,G,5
,1,,3,,5,,7,8,12,H,5
,1,,3,,,6,7,8,1,A,6
,1,,,4,5,6,7,,1,B,6
,1,,,4,5,6,,8,1,C,6
,1,,,4,5,,7,8,1,D,6
,1,,,4,,6,7,8,1,E,6
,1,,,,5,6,7,8,1,F,6
,,2,3,4,5,6,,,1,G,6
,,2,3,4,5,,7,,1,H,6
,,2,3,4,5,,,8,2,A,6
,,2,3,4,,6,7,,2,B,6
,,2,3,4,,6,,8,2,C,6
,,2,3,4,,,7,8,2,D,6
,,2,3,,5,6,7,,2,E,6
,,2,3,,5,6,,8,2,F,6
,,2,3,,5,,7,8,2,G,6
,,2,3,,,6,7,8,2,H,6
,,2,,4,5,6,7,,3,A,6
,,2,,4,5,6,,8,3,B,6
,,2,,4,5,,7,8,3,C,6
,,2,,4,,6,7,8,3,D,6
,,2,,,5,6,7,8,3,E,6
,,,3,4,5,6,7,,3,F,6
,,,3,4,5,6,,8,3,G,6
,,,3,4,5,,7,8,3,H,6
,,,3,4,,6,7,8,4,A,6
,,,3,,5,6,7,8,4,B,6
,,,,4,5,6,7,8,4,C,6
,1,2,3,4,5,6,,,4,D,6
,1,2,3,4,5,,7,,4,E,6
,1,2,3,4,5,,,8,4,F,6
,1,2,3,4,,6,7,,4,G,6
,1,2,3,4,,6,,8,4,H,6
,1,2,3,4,,,7,8,5,A,6
,1,2,3,,5,6,7,,5,B,6
,1,2,3,,5,6,,8,5,C,6
,1,2,3,,5,,7,8,5,D,6
,1,2,3,,,6,7,8,5,E,6
,1,2,,4,5,6,7,,5,F,6
,1,2,,4,5,6,,8,5,G,6
,1,2,,4,5,,7,8,5,H,6
,1,2,,4,,6,7,8,6,A,6
,1,2,,,5,6,7,8,6,B,6
,1,,3,4,5,6,7,,6,C,6
,1,,3,4,5,6,,8,6,D,6
,1,,3,4,5,,7,8,6,E,6
,1,,3,4,,6,7,8,6,F,6
,1,,3,,5,6,7,8,6,G,6
,1,,,4,5,6,7,8,6,H,6
,,2,3,4,5,6,7,,7,A,6
,,2,3,4,5,6,,8,7,B,6
,,2,3,4,5,,7,8,7,C,6
,,2,3,4,,6,7,8,7,D,6
,,2,3,,5,6,7,8,7,E,6
,,2,,4,5,6,7,8,7,F,6
,,,3,4,5,6,7,8,7,G,6
,1,2,3,4,5,6,7,,7,H,6
,1,2,3,4,5,6,,8,8,A,6
,1,2,3,4,5,,7,8,8,B,6
,1,2,3,4,,6,7,8,8,C,6
,1,2,3,,5,6,7,8,8,D,6
,1,2,,4,5,6,7,8,8,E,6
,1,,3,4,5,6,7,8,8,F,6
,,2,3,4,5,6,7,8,8,G,6
,1,2,3,4,5,6,7,8,8,H,6
,,,,,,,,,9,A,6
,,,,,,,,,9,B,6
,,,,,,,,,9,C,6
,,,,,,,,,9,D,6
,,,,,,,,,9,E,6
,,,,,,,,,9,F,6
,,,,,,,,,9,G,6
,,,,,,,,,9,H,6
,,,,,,,,,10,A,6
,,,,,,,,,10,B,6
,,,,,,,,,10,C,6
,,,,,,,,,10,D,6
,,,,,,,,,10,E,6
,,,,,,,,,10,F,6
,,,,,,,,,10,G,6
,,,,,,,,,10,H,6
,,,,,,,,,11,A,6
,,,,,,,,,11,B,6
,,,,,,,,,11,C,6
,,,,,,,,,11,D,6
,,,,,,,,,11,E,6
,,,,,,,,,11,F,6
,,,,,,,,,11,G,6
,,,,,,,,,11,H,6
,,,,,,,,,12,A,6
,,,,,,,,,12,B,6
,,,,,,,,,12,C,6
,,,,,,,,,12,D,6
,,,,,,,,,12,E,6
,,,,,,,,,12,F,6
,,,,,,,,,12,G,6
,,,,,,,,,12,H,6
,,,,,,,,,1,A,7
,1,,,,,,,,1,B,7
,,2,,,,,,,1,C,7
,,,3,,,,,,1,D,7
,,,,4,,,,,1,E,7
,,,,,5,,,,1,F,7
,,,,,,6,,,1,G,7
,,,,,,,7,,1,H,7
,,,,,,,,8,2,A,7
,1,2,,,,,,,2,B,7
,1,,3,,,,,,2,C,7
,1,,,4,,,,,2,D,7
,1,,,,5,,,,2,E,7
,1,,,,,6,,,2,F,7
,1,,,,,,7,,2,G,7
,1,,,,,,,8,2,H,7
,,2,3,,,,,,3,A,7
,,2,,4,,,,,3,B,7
,,2,,,5,,,,3,C,7
,,2,,,,6,,,3,D,7
,,2,,,,,7,,3,E,7
,,2,,,,,,8,3,F,7
,,,3,4,,,,,3,G,7
,,,3,,5,,,,3,H,7
,,,3,,,6,,,4,A,7
,,,3,,,,7,,4,B,7
,,,3,,,,,8,4,C,7
,,,,4,5,,,,4,D,7
,,,,4,,6,,,4,E,7
,,,,4,,,7,,4,F,7
,,,,4,,,,8,4,G,7
,,,,,5,6,,,4,H,7
,,,,,5,,7,,5,A,7
,,,,,5,,,8,5,B,7
,,,,,,6,7,,5,C,7
,,,,,,6,,8,5,D,7
,,,,,,,7,8,5,E,7
,1,2,3,,,,,,5,F,7
,1,2,,4,,,,,5,G,7
,1,2,,,5,,,,5,H,7
,1,2,,,,6,,,6,A,7
,1,2,,,,,7,,6,B,7
,1,2,,,,,,8,6,C,7
,1,,3,4,,,,,6,D,7
,1,,3,,5,,,,6,E,7
,1,,3,,,6,,,6,F,7
,1,,3,,,,7,,6,G,7
,1,,3,,,,,8,6,H,7
,1,,,4,5,,,,7,A,7
,1,,,4,,6,,,7,B,7
,1,,,4,,,7,,7,C,7
,1,,,4,,,,8,7,D,7
,1,,,,5,6,,,7,E,7
,1,,,,5,,7,,7,F,7
,1,,,,5,,,8,7,G,7
,1,,,,,6,7,,7,H,7
,1,,,,,6,,8,8,A,7
,1,,,,,,7,8,8,B,7
,,2,3,4,,,,,8,C,7
,,2,3,,5,,,,8,D,7
,,2,3,,,6,,,8,E,7
,,2,3,,,,7,,8,F,7
,,2,3,,,,,8,8,G,7
,,2,,4,5,,,,8,H,7
,,2,,4,,6,,,9,A,7
,,2,,4,,,7,,9,B,7
,,2,,4,,,,8,9,C,7
,,2,,,5,6,,,9,D,7
,,2,,,5,,7,,9,E,7
,,2,,,5,,,8,9,F,7
,,2,,,,6,7,,9,G,7
,,2,,,,6,,8,9,H,7
,,2,,,,,7,8,10,A,7
,,,3,4,5,,,,10,B,7
,,,3,4,,6,,,10,C,7
,,,3,4,,,7,,10,D,7
,,,3,4,,,,8,10,E,7
,,,3,,5,6,,,10,F,7
,,,3,,5,,7,,10,G,7
,,,3,,5,,,8,10,H,7
,,,3,,,6,7,,11,A,7
,,,3,,,6,,8,11,B,7
,,,3,,,,7,8,11,C,7
,,,,4,5,6,,,11,D,7
,,,,4,5,,7,,11,E,7
,,,,4,5,,,8,11,F,7
,,,,4,,6,7,,11,G,7
,,,,4,,6,,8,11,H,7
,,,,4,,,7,8,12,A,7
,,,,,5,6,7,,12,B,7
,,,,,5,6,,8,12,C,7
,,,,,5,,7,8,12,D,7
,,,,,,6,7,8,12,E,7
,1,2,3,4,,,,,12,F,7
,1,2,3,,5,,,,12,G,7
,1,2,3,,,6,,,12,H,7
,1,2,3,,,,7,,1,A,8
,1,2,3,,,,,8,1,B,8
,1,2,,4,5,,,,1,C,8
,1,2,,4,,6,,,1,D,8
,1,2,,4,,,7,,1,E,8
,1,2,,4,,,,8,1,F,8
,1,2,,,5,6,,,1,G,8
,1,2,,,5,,7,,1,H,8
,1,2,,,5,,,8,2,A,8
,1,2,,,,6,7,,2,B,8
,1,2,,,,6,,8,2,C,8
,1,2,,,,,7,8,2,D,8
,1,,3,4,5,,,,2,E,8
,1,,3,4,,6,,,2,F,8
,1,,3,4,,,7,,2,G,8
,1,,3,4,,,,8,2,H,8
,1,,3,,5,6,,,3,A,8
,1,,3,,5,,7,,3,B,8
,1,,3,,5,,,8,3,C,8
,1,,3,,,6,7,,3,D,8
,1,,3,,,6,,8,3,E,8
,1,,3,,,,7,8,3,F,8
,1,,,4,5,6,,,3,G,8
,1,,,4,5,,7,,3,H,8
,1,,,4,5,,,8,4,A,8
,1,,,4,,6,7,,4,B,8
,1,,,4,,6,,8,4,C,8
,1,,,4,,,7,8,4,D,8
,1,,,,5,6,7,,4,E,8
,1,,,,5,6,,8,4,F,8
,1,,,,5,,7,8,4,G,8
,1,,,,,6,7,8,4,H,8
,,2,3,4,5,,,,5,A,8
,,2,3,4,,6,,,5,B,8
,,2,3,4,,,7,,5,C,8
,,2,3,4,,,,8,5,D,8
,,2,3,,5,6,,,5,E,8
,,2,3,,5,,7,,5,F,8
,,2,3,,5,,,8,5,G,8
,,2,3,,,6,7,,5,H,8
,,2,3,,,6,,8,6,A,8
,,2,3,,,,7,8,6,B,8
,,2,,4,5,6,,,6,C,8
,,2,,4,5,,7,,6,D,8
,,2,,4,5,,,8,6,E,8
,,2,,4,,6,7,,6,F,8
,,2,,4,,6,,8,6,G,8
,,2,,4,,,7,8,6,H,8
,,2,,,5,6,7,,7,A,8
,,2,,,5,6,,8,7,B,8
,,2,,,5,,7,8,7,C,8
,,2,,,,6,7,8,7,D,8
,,,3,4,5,6,,,7,E,8
,,,3,4,5,,7,,7,F,8
,,,3,4,5,,,8,7,G,8
,,,3,4,,6,7,,7,H,8
,,,3,4,,6,,8,8,A,8
,,,3,4,,,7,8,8,B,8
,,,3,,5,6,7,,8,C,8
,,,3,,5,6,,8,8,D,8
