Time	T° 590	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
34:34:57	25.8	0.046	0.044	0.042	0.047	0.043	0.042	0.043	0.044	0.046	0.044	0.045	0.047	0.046	0.045	0.045	0.046	0.045	0.045	0.046	0.045	0.047	0.049	0.046	0.045	0.046	0.048	0.045	0.045	0.049	0.048	0.046	0.048	0.049	0.048	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.046	0.046	0.045	0.045	0.044	0.048	0.049	0.045	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.044	0.045	0.047	0.047	0.047	0.045	0.045	0.048	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.047	0.048	0.048	0.049	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
35:34:57	25.9	0.047	0.044	0.043	0.047	0.043	0.042	0.043	0.044	0.046	0.044	0.045	0.047	0.046	0.045	0.044	0.046	0.045	0.046	0.045	0.045	0.047	0.049	0.046	0.045	0.046	0.047	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.048	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.046	0.045	0.046	0.047	0.046	0.045	0.045	0.044	0.048	0.049	0.046	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.045	0.045	0.048	0.047	0.048	0.045	0.045	0.048	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.045	0.047	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
36:34:59	25.9	0.047	0.044	0.043	0.048	0.043	0.042	0.043	0.045	0.046	0.044	0.045	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.045	0.045	0.047	0.049	0.046	0.045	0.046	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.048	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.046	0.045	0.046	0.047	0.046	0.045	0.045	0.044	0.048	0.049	0.045	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.045	0.045	0.048	0.047	0.047	0.045	0.045	0.049	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.045	0.047	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
37:34:59	25.9	0.047	0.045	0.043	0.048	0.043	0.043	0.043	0.045	0.047	0.044	0.045	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.045	0.045	0.047	0.049	0.046	0.045	0.046	0.048	0.045	0.045	0.049	0.048	0.046	0.048	0.049	0.048	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.046	0.045	0.046	0.046	0.046	0.044	0.045	0.044	0.048	0.049	0.046	0.047	0.046	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.047	0.047	0.048	0.045	0.046	0.048	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.048	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
38:35:01	26.0	0.047	0.044	0.043	0.048	0.043	0.043	0.043	0.045	0.046	0.044	0.045	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.046	0.045	0.047	0.048	0.046	0.045	0.046	0.047	0.045	0.045	0.049	0.048	0.046	0.048	0.049	0.048	0.048	0.044	0.044	0.044	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.045	0.044	0.048	0.049	0.045	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.044	0.045	0.048	0.048	0.047	0.045	0.045	0.048	0.045	0.045	0.046	0.046	0.047	0.047	0.048	0.046	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.047	0.048	0.047	0.050	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.046
39:35:01	26.0	0.047	0.045	0.043	0.048	0.043	0.043	0.043	0.045	0.047	0.044	0.046	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.045	0.045	0.047	0.049	0.047	0.045	0.045	0.047	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.048	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.044	0.045	0.044	0.048	0.049	0.046	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.045	0.045	0.048	0.047	0.048	0.045	0.045	0.048	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.045	0.048	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
40:35:03	26.0	0.047	0.045	0.043	0.048	0.044	0.043	0.043	0.045	0.047	0.044	0.046	0.048	0.047	0.045	0.045	0.046	0.045	0.046	0.046	0.045	0.047	0.049	0.047	0.045	0.045	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.049	0.048	0.045	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.046	0.044	0.048	0.049	0.046	0.047	0.047	0.045	0.045	0.045	0.046	0.045	0.045	0.045	0.048	0.048	0.048	0.045	0.045	0.049	0.045	0.045	0.047	0.046	0.047	0.047	0.048	0.046	0.045	0.045	0.047	0.047	0.048	0.046	0.045	0.045	0.048	0.048	0.048	0.050	0.045	0.045	0.046	0.047	0.048	0.045	0.045	0.046
41:35:04	25.9	0.047	0.045	0.043	0.048	0.044	0.043	0.043	0.045	0.047	0.045	0.046	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.046	0.045	0.048	0.049	0.047	0.045	0.046	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.048	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.046	0.044	0.048	0.049	0.046	0.047	0.046	0.045	0.045	0.045	0.046	0.045	0.045	0.045	0.048	0.048	0.048	0.045	0.045	0.049	0.045	0.045	0.047	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.047	0.047	0.048	0.045	0.044	0.045	0.048	0.048	0.048	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.045	0.046
42:35:05	25.8	0.047	0.045	0.043	0.048	0.044	0.043	0.043	0.045	0.047	0.045	0.046	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.045	0.045	0.047	0.048	0.046	0.045	0.046	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.048	0.048	0.044	0.044	0.044	0.046	0.046	0.045	0.046	0.047	0.045	0.046	0.047	0.046	0.045	0.045	0.044	0.048	0.049	0.045	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.045	0.045	0.047	0.047	0.047	0.045	0.045	0.048	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.047	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
43:35:06	25.9	0.047	0.045	0.043	0.048	0.044	0.043	0.043	0.045	0.047	0.045	0.046	0.047	0.046	0.045	0.044	0.046	0.045	0.046	0.045	0.045	0.047	0.048	0.046	0.045	0.045	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.048	0.048	0.044	0.044	0.044	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.045	0.044	0.048	0.049	0.045	0.046	0.046	0.045	0.045	0.045	0.045	0.045	0.044	0.045	0.047	0.047	0.047	0.045	0.045	0.048	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.048	0.048	0.047	0.049	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
44:35:05	26.0	0.047	0.046	0.044	0.049	0.044	0.043	0.044	0.046	0.048	0.045	0.046	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.046	0.045	0.048	0.049	0.046	0.045	0.046	0.047	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.049	0.048	0.044	0.044	0.044	0.046	0.046	0.045	0.047	0.046	0.045	0.046	0.047	0.046	0.045	0.046	0.044	0.048	0.049	0.046	0.047	0.046	0.045	0.045	0.045	0.046	0.045	0.045	0.045	0.048	0.047	0.047	0.045	0.045	0.048	0.045	0.045	0.047	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.047	0.047	0.047	0.045	0.044	0.045	0.048	0.049	0.047	0.050	0.045	0.045	0.046	0.047	0.048	0.045	0.045	0.046
45:35:07	26.1	0.047	0.046	0.044	0.049	0.044	0.044	0.044	0.046	0.048	0.045	0.046	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.045	0.045	0.047	0.049	0.046	0.045	0.045	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.048	0.048	0.044	0.044	0.044	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.045	0.044	0.048	0.049	0.045	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.045	0.045	0.047	0.047	0.047	0.045	0.045	0.049	0.045	0.045	0.047	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.047	0.047	0.048	0.045	0.044	0.045	0.048	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
46:35:08	26.2	0.047	0.045	0.044	0.049	0.044	0.044	0.044	0.046	0.048	0.045	0.046	0.047	0.046	0.045	0.044	0.046	0.045	0.045	0.045	0.045	0.047	0.048	0.046	0.044	0.045	0.047	0.045	0.045	0.048	0.048	0.046	0.047	0.049	0.048	0.048	0.044	0.044	0.044	0.045	0.045	0.045	0.046	0.046	0.044	0.046	0.046	0.046	0.044	0.045	0.044	0.047	0.049	0.045	0.046	0.046	0.044	0.045	0.045	0.045	0.045	0.044	0.044	0.047	0.047	0.047	0.044	0.045	0.048	0.045	0.044	0.046	0.046	0.047	0.046	0.048	0.045	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.047	0.048	0.047	0.049	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
47:35:09	26.2	0.047	0.046	0.044	0.049	0.045	0.044	0.045	0.046	0.048	0.045	0.046	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.045	0.045	0.047	0.049	0.047	0.045	0.046	0.048	0.045	0.045	0.049	0.048	0.046	0.048	0.049	0.048	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.046	0.044	0.048	0.049	0.046	0.047	0.046	0.045	0.045	0.045	0.045	0.045	0.045	0.045	0.047	0.048	0.047	0.045	0.045	0.048	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.048	0.048	0.048	0.049	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.046
48:35:10	26.3	0.047	0.046	0.044	0.049	0.045	0.044	0.045	0.046	0.048	0.045	0.046	0.047	0.046	0.045	0.045	0.046	0.045	0.046	0.046	0.045	0.047	0.049	0.046	0.045	0.045	0.047	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.049	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.046	0.044	0.048	0.049	0.045	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.045	0.045	0.048	0.047	0.048	0.045	0.046	0.048	0.046	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.045	0.047	0.048	0.047	0.050	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.046
49:35:11	26.3	0.047	0.046	0.044	0.049	0.045	0.044	0.044	0.046	0.048	0.045	0.046	0.047	0.046	0.045	0.044	0.046	0.045	0.046	0.045	0.045	0.047	0.049	0.046	0.045	0.046	0.047	0.045	0.045	0.049	0.048	0.046	0.048	0.049	0.048	0.048	0.044	0.044	0.044	0.046	0.046	0.045	0.047	0.046	0.045	0.046	0.047	0.046	0.045	0.045	0.044	0.048	0.049	0.046	0.047	0.046	0.044	0.045	0.045	0.046	0.045	0.045	0.045	0.047	0.048	0.047	0.045	0.045	0.048	0.045	0.045	0.047	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.045	0.047	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
50:35:11	26.3	0.047	0.046	0.044	0.049	0.045	0.044	0.045	0.047	0.048	0.045	0.046	0.048	0.046	0.045	0.045	0.046	0.045	0.046	0.046	0.045	0.047	0.049	0.046	0.045	0.046	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.049	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.045	0.045	0.048	0.049	0.046	0.047	0.046	0.044	0.045	0.045	0.045	0.045	0.045	0.045	0.048	0.047	0.047	0.045	0.045	0.048	0.046	0.045	0.047	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.048	0.045	0.045	0.045	0.048	0.048	0.048	0.050	0.045	0.045	0.046	0.047	0.048	0.045	0.045	0.047
51:35:13	26.3	0.047	0.046	0.044	0.049	0.045	0.044	0.045	0.047	0.048	0.045	0.046	0.048	0.046	0.045	0.045	0.046	0.045	0.046	0.045	0.045	0.048	0.049	0.046	0.045	0.045	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.049	0.048	0.044	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.046	0.046	0.045	0.046	0.044	0.048	0.049	0.046	0.047	0.046	0.044	0.045	0.045	0.046	0.045	0.045	0.045	0.048	0.047	0.048	0.045	0.045	0.049	0.045	0.045	0.047	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.047	0.047	0.047	0.045	0.044	0.045	0.048	0.048	0.048	0.050	0.045	0.045	0.046	0.047	0.048	0.045	0.045	0.046
52:35:15	26.4	0.047	0.045	0.044	0.049	0.045	0.044	0.044	0.046	0.048	0.045	0.046	0.047	0.046	0.045	0.044	0.046	0.045	0.046	0.045	0.045	0.047	0.048	0.046	0.044	0.045	0.047	0.045	0.045	0.049	0.048	0.046	0.048	0.049	0.048	0.048	0.044	0.044	0.044	0.046	0.046	0.045	0.046	0.046	0.045	0.046	0.046	0.046	0.044	0.045	0.044	0.047	0.049	0.045	0.046	0.046	0.044	0.045	0.045	0.045	0.045	0.044	0.045	0.047	0.047	0.047	0.044	0.045	0.048	0.045	0.045	0.046	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.047	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
53:35:16	26.3	0.047	0.046	0.044	0.049	0.045	0.044	0.044	0.047	0.048	0.045	0.046	0.047	0.046	0.045	0.044	0.046	0.045	0.046	0.046	0.045	0.047	0.049	0.046	0.045	0.046	0.048	0.045	0.045	0.049	0.048	0.047	0.048	0.049	0.048	0.048	0.045	0.044	0.045	0.046	0.046	0.045	0.047	0.047	0.045	0.046	0.047	0.046	0.045	0.046	0.044	0.048	0.049	0.046	0.047	0.046	0.045	0.045	0.045	0.046	0.045	0.045	0.045	0.048	0.048	0.047	0.045	0.045	0.048	0.045	0.045	0.047	0.046	0.047	0.046	0.048	0.046	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.045	0.048	0.049	0.048	0.050	0.045	0.045	0.046	0.047	0.048	0.045	0.044	0.046
54:35:17	26.1	0.047	0.046	0.044	0.049	0.044	0.044	0.044	0.046	0.048	0.045	0.046	0.047	0.046	0.045	0.044	0.046	0.044	0.045	0.045	0.045	0.047	0.048	0.046	0.044	0.045	0.047	0.045	0.044	0.048	0.048	0.046	0.047	0.049	0.048	0.048	0.044	0.044	0.044	0.045	0.046	0.044	0.046	0.046	0.045	0.046	0.046	0.046	0.044	0.045	0.044	0.047	0.049	0.045	0.046	0.046	0.044	0.045	0.045	0.045	0.045	0.044	0.044	0.047	0.047	0.047	0.044	0.045	0.048	0.045	0.044	0.046	0.046	0.047	0.046	0.048	0.045	0.045	0.045	0.046	0.047	0.047	0.045	0.044	0.045	0.047	0.048	0.047	0.050	0.045	0.045	0.045	0.047	0.048	0.045	0.044	0.046
